link	title	description	expiration_date	price	image_link	label	id	condition
http://www.safensound.co.uk/vibevibeslick692v26x92wayspeakers-p-618.html	Vibe Slick 69.2-V2 6" x 9" 2 Way Speakers	 <b>Free UK Mainland Delivery</b>   VIBE are consistently establishing their position at the forefront of product innovation within the ICE industry. The new SLICK speaker range is no exception to that rule, with outstanding acoustic innovation and advanced design technology. The SLICK speakers certainly live up to their name, SLICK style with SLICK performance. VIBE have designed these speakers to deliver up power in true VIBE fashion.   You can expect sharp, tight bass sounds thanks to the stiffened IMPP cone and hard PU surround incorporating FASTBASS technology. The SLICK speakers are a 2 way coaxial configuration which enables the SLICK speakers to have shallow euro fit baskets with wider but shallower magnets for maximum ease of installation where space is tight allowing the SLICK speakers to be installed into virtually every vehicle on the market today.   All SLICK speakers feature a new bigger, oversized PowerTweeter able to deliver powerful sharper mids and treble. The SLICK speakers are a welcome new addition to the VIBE range offering SLICK performance and looks at a price that will allow a complete SLICK install.   -Grill options and separate cross overs are included  -Super light weight injection moulded polypropylene cone (IMPP) offers superior cone agility, finished in satin black with alloy CNC detail on cone edge emulating VIBE TurboPort image.  -Enhanced bass and speaker dynamics using polyurethane (PU) surround for its elasticity and shape memory, superior to paper, cloth, foam and rubber allows faster, tighter bass.  -Alloy look grill - Stylised to the same level of the speaker ­ protects the woofer whilst still exposing the tweeter and woofers best attributes.  -Heavy weight magnet and motor structure for increased power handling.  -Super slim design allows fitment into 99% of vehicles using the SLICK euro fit baskets.  -VIBE Flat16 professional oxygen free copper cable included.  -Rubber detailing is a design characteristic of the SLICK range of audio products - New Rubber gaskets create the perfect seal for mounting the SLICK speakers whilst integrating the matt rubber look of the cone and speaker cosmetics overall ­ Additionally the magnet is protected and finished with specially formed rubber boot.  Features   Type co-axial  Configuration 2-way  Spaker Size 6" x 9"  RMS Power 135 w  Minimum Input 70 w RMS  Peak Power 420 w  Sensitivity 93 db  Freq. Response 50 - 25 khz  Mounting Depth 75mm  Mounting Diameter 220 x 150mm  Voice coil diameter 35mm  Magnet material Ferrite  Magnet weight 20 Oz  Magnet size 100 x 18mm  Magnet rating Y30   Support   Instruction Manual   More Images   	2010-01-05	59.99	http://www.safensound.co.uk/catalog/images/slick 69.2.jpg	Speakers, Full Range Speakers, 6 x 9	618 	 new 
http://www.safensound.co.uk/vibevibeslick693v26x93wayspeakers-p-619.html	Vibe Slick 69.3-V2 6" x 9" 3 Way Speakers	 <b>Free UK Mainland Delivery</b>   The new Slick Speaker range is no exception to that rule, with outstanding acoustic innovation and advanced design technology. The newest addition to the VIBE range, the Slick speakers certainly live up to their name, slick style with slick performance ­ We have designed these speakers to deliver up power in true VIBE fashion. Features   Co-axial 3-way 6" x 9" speakers  Sensitivity: 90dB  RMS Power: 160w   Peak Power: 475w   Frequency Response: 55Hz-20Khz   Impedance: 4ohm   Mounting Depth: 75mm   Mounting Diameter: 220x150mm  Super lightweight IMPP cone   Enhanced bass PU surround   Oversized 25mm PEI tweeters   Stylish black and alloy look grill included   Heavy weight magnet and motor structure for increased power   VIBE Flat13 wire included  Sold as one pair with grills   Support   Instruction Manual   More Images   	2010-01-05	69.99	http://www.safensound.co.uk/catalog/images/slick 69.3.jpg	Speakers, Full Range Speakers, 6 x 9	619 	 new 
http://www.safensound.co.uk/vibevibeslick575x7coaxialspeakers-p-620.html	Vibe Slick 57 5"X7" Coaxial Speakers	 <b>Free UK Mainland Delivery</b>   Vibe are consistently establishing their position at the forefront of product innovation within the ICE industry. The new Slick speaker range is no exception to that rule, with outstanding acoustic innovation and advanced design technology. The Slick speakers certainly live up to their name, Slick style with Slick performance. They have designed these speakers to deliver up power in true Vibe fashion.   You can expect sharp, tight bass sounds thanks to the stiffened IMPP cone and hard PU surround incorporating Fastbass technology. The Slick speakers are a 2 way coaxial configuration which enables the Slick speakers to have shallow euro fit baskets with wider but shallower magnets for maximum ease of installation.   All Slick speakers feature a new bigger, oversized PowerTweeter able to deliver powerful sharper mids and treble.   Features   Type: co-axial   Configuration: 2-way   Size: 5.25" x 7.5"   RMS Power: 70W   Peak Power: 210W   Sensitivity: 90dB   Frequency Response: 54-25 kHz   Mounting Depth: 54mm   Mounting Diameter: 144mm   Super light weight injection moulded polypropylene cone (IMPP)   Enhanced bass and speaker dynamics using polyurethane (PU) surround   Heavy weight magnet and motor structure for increased power handling.   Super slim design allows fitment into 99% of vehicles   Support   More Images   	2010-01-05	54.99	http://www.safensound.co.uk/catalog/images/slick 57.jpg	Speakers, Full Range Speakers, 5 x 7	620 	 new 
http://www.safensound.co.uk/vibevibeblackair5v25252waycomponentspeakers-p-621.html	Vibe BlackAir 5 v2 5.25" 2-Way Component Speakers	 <b>Free UK Mainland Delivery</b>   The all new BlackAir speakers represent the pinnacle of in car entertainment speaker performance.   The speaker is engineered such as to get perfect integration between the woofer and the tweeter. The woofer using a Honeycomb fibreglass cone combined with a polyurethane surround gives a sharp, precise and reference quality sound. The BlackAir range is an extremely musical speaker and unfailingly accurate in their performance. The silk dome tweeter is engineered such that it can keep up with and match the woofer perfectly and inherently with this has a very high power handling.   The BlackAir range are capable of being mounted in component or coaxial form, making your installation choices incredibly versatile, the tweeter also comes with a multitude of installation choices including surface and flush mountings. These speakers deliver reference quality sound helping you to produce razor sharp detail within your system. They provide exceptional sound delivered without any limitations. The BlackAir is the studio speaker designed for the car. Features   Ultra high quality woven Honeycomb fibreglass cone  Multi-Installation options  Tweeters can be used in a surface or flush mount applications  High powered woofer and tweeter engineered to work harmony  SPEEDBASS Polyurethane surround keeps the bass fast  New VIBE angular torsion alloy cast basket  2 way 12 dB per octave passive crossover  5" (130mm)  100w RMS Power Handling  300w Max Power Handling  90dB Sensitivity  Frequency Response 60 - 25,000Hz  4ohm  Mounting Depth 55mm  Support   Instruction Manual   More Images   	2010-01-05	69.99	http://www.safensound.co.uk/catalog/images/BlackAir 5.jpg	Speakers, Full Range Speakers, 5" (13cm)	621 	 new 
http://www.safensound.co.uk/vibevibeblackair6v265componentspeakers-p-623.html	Vibe Blackair 6 v2 6.5" Component Speakers	 <b>Free UK Mainland Delivery</b>   A two-way component speaker system with separate tweeter units, midbass drivers and passive crossovers that can be mounted either as a powerful coaxial or as a set of components, so are termed convertible. Complete with a mounting kit to fit the tweeters either to the midbass units or separately and screws and fixings. There is a generous provision of the highest quality wire supplied with any speaker in all twenty on test – Vibe Flatwire. A template as well as kit to angle mount the tweeters is also included. The product is made to a very high standard with cast aluminium cut to reveal shiny surfaces. The passive crossovers are one of two round shaped ones in our group of twenty pairs. Features   Power Handling 120w RMS  Sensitivity 90dB 1w/1M  Own Pink noise test figure 112.0dB (Vol @20 @ trk 9 dB Drag Vol III)  Passband 53Hz to 25kHz  Tweeter diameter 20mm  Tweeter Mounting Depth 20mm  Midbass Mounting Depth 62mm  Cone: Honeycomb Fibreglass  Tweeter: Silk dome convertible may be mounted coaxially or separately  Crossover slope 12dB/Octave  Chassis: Cast with ground faces  Complete with: Lots of top quality Vibe flat wire, gaskets, fixings, templates, window sticker  High quality two piece grilles   Support   Instruction Manual   More Images   	2010-01-05	79.99	http://www.safensound.co.uk/catalog/images/BlackAir 6.jpg	Speakers, Full Range Speakers, 6 1/2" (17cm)	623 	 new 
http://www.safensound.co.uk/vibevibeblackair69v26x9carspeakers525w-p-624.html	Vibe Blackair 69 v2 6X9 Car Speakers 525W	 <b>Free UK Mainland Delivery</b>   The all new BlackAir speakers represent the pinnacle of in car entertainment speaker performance. The speaker is engineered such as to get perfect integration between the woofer and the tweeter. The woofer using a Honeycomb fibreglass cone combined with a polyurethane surround gives a sharp, precise and reference quality sound. The BlackAir range is an extremely musical speaker and unfailingly accurate in their performance.   The silk dome tweeter is engineered such that it can keep up with and match the woofer perfectly and inherently with this has a very high power handling. The BlackAir range are capable of being mounted in component or coaxial form, making your installation choices incredibly versatile, the tweeter also comes with a multitude of installation choices including surface and flush mountings   These speakers deliver reference quality sound helping you to produce razor sharp detail within your system. They provide exceptional sound delivered without any limitations. The BlackAir is the studio speaker designed for the car.  Features   Vibe Blackair 69-V2 6"x9" car speakers  Latest Version 2  Peak Power 525w  RMS Power 175w  Freq Response 50Hz - 20kHz   Mounting depth 93mm  Machined front aluminium surround   Support   Instruction Manual   More Images   	2010-01-05	79.99	http://www.safensound.co.uk/catalog/images/BlackAir 69.jpg	Speakers, Full Range Speakers, 6 x 9	624 	 new 
http://www.safensound.co.uk/vibevibeliteair55componentsystem-p-625.html	Vibe LiteAir 5 5" Component System	 <b>Free UK Mainland Delivery</b>   Building on the success of BlackAir, the Level 3 Vibe LiteAir range is designed for supercars, modified and performance tuned vehicles. Exceptional sound without adding excessive weight.   The Vibe Lite Air Series have been developed with NEO magnets which are flat - giving the lowest possible mounting depths for simple fitment in almost any factory location.   This 5" component system has an incredible 1.8" mounting depth.  Features   Type: Component  Configuration: 2 Way  Speaker Size: 5.25" (133mm)  RMS Power: 90 Watts  Peak Power: 270 Watts  Min. Input: 45W RMS  Sensitivity: 90dB  Freq Response: 60Hz - 25kHz  Impedance: 4 Ohm  Mounting Depth: 1.8" (45mm)  Mounting Diameter: 4.7" (120mm)  Voice Coil Diameter: 1" (25mm)  Magnet Material: Neodymium  Magnet Weight: 0.6oz  Magnet Rating: N35   Support   More Images   	2010-01-05	99.99	http://www.safensound.co.uk/catalog/images/LiteAir 5.jpg	Speakers, Mids/Tweeters	625 	 new 
http://www.safensound.co.uk/vibevibeliteair665componentsystem-p-626.html	Vibe LiteAir 6 6.5" Component System	 <b>Free UK Mainland Delivery</b>   Building on the success of BlackAir, the Level 3 Vibe LiteAir range is designed for supercars, modified and performance tuned vehicles. Exceptional sound without adding excessive weight.   The Vibe Lite Air Series have been developed with NEO magnets which are flat - giving the lowest possible mounting depths for simple fitment in almost any factory location.   This 6.5" component system has an incredible 1.8" mounting depth.  Features   Type: Component  Configuration: 2 Way  Speaker Size: 6.5" (165mm)  RMS Power: 100 Watts  Peak Power: 300 Watts  Min. Input: 50W RMS  Sensitivity: 90dB  Freq Response: 55Hz - 25kHz  Impedance: 4 Ohm  Mounting Depth: 1.8" (45mm)  Mounting Diameter: 5.6" (143mm)  Voice Coil Diameter: 1" (25mm)  Magnet Material: Neodymium  Magnet Weight: 0.6oz  Magnet Rating: N35   Support   More Images   	2010-01-05	99.99	http://www.safensound.co.uk/catalog/images/LiteAir 6.jpg	Speakers, Mids/Tweeters	626 	 new 
http://www.safensound.co.uk/vibevibespace3d13cm53waycomponentspeakers-p-627.html	Vibe Space 3D 13cm (5") 3-way component speakers	 <b>Free UK Mainland Delivery</b>   Perfection is rare, almost everything can be improved upon - but with the Space 3D component speakers Vibe believe they have reached the pinnacle of in car audiophile sound. Designed with no compromise the Space 3D is a truly unique 3-way upgrade package which will push the boundaries of what you believed was possible.    The 3D set includes a fantastic aluminium cone 45mm midrange driver with a silk dome Super Tweeter that delivers high frequencies with clarity and definition up to 35KHz.   The unique feature of the Space speakers is the unique 3D mounting option - where the tweeter can be placed above the midrange making a regular 2-way setup - perfect for vehicles where mounting options are limited.  Features   Configuration: mid/tweeter   Speaker Size: 3"   RMS Power: 70 w   Peak Power: 210 w   Sensitivity: 86 db   Freq. Response: 25 - 35Khz   Mounting Depth: 31mm   Mounting Diameter: 57mm   Voice coil diameter: 20mm   Supplied with Grilles   Support   More Images   	2010-01-05	69.99	http://www.safensound.co.uk/catalog/images/Space 3D.jpg	Speakers, Mids/Tweeters	627 	 new 
http://www.safensound.co.uk/vibevibespace5525speakercomponentkit-p-628.html	Vibe Space 5 5.25" Speaker Component Kit	 <b>Free UK Mainland Delivery</b>   Perfection is rare, almost everything can be improved upon - but with the VIBE Space 3D component speakers we believe we have reached the pinnacle of in car audiophile sound. Designed with no compromise the Space 3D is a truly unique 3-way component speaker package which will push the boundaries of what you believed was possible.   Featuring an ultra thin, yet extremely stiff 0.15mm thick aluminium cone which delivers audio with incredible dynamics and a dual layer progressive PU surround which allows increased bass delivery at low volumes while keeping tighter control of the woofer cone at high volumes.  Available with either a five or a six inch main driver unit the set also includes a fantastic 45mm midrange driver which features the same cone material as the main unit. The Silk Dome Super Tweeter delivers high frequencies with clarity and definition up to 35KHz.   The unique feature of the SPACE speakers is the unique 3D mounting option - where the tweeter can be placed above the midrange - perfect for vehicles where mounting options are limited.  The SPACE 3D is the last speaker you will ever need to purchase.  Features   13cm (5.25") 3-way SPACE components  RMS Power: 100w   Peak Power: 300w   Sensitivity: 90dB   Frequency Response: 60 - 25,000Hz   Impedance: 4ohm   Mounting Depth: 55mm   Mounting Diameter: 120mm  Voice Coil Diameter: 35mm   Support   More Images   	2010-01-05	174.99	http://www.safensound.co.uk/catalog/images/Space 5.jpg	Speakers, Mids/Tweeters	628 	 new 
http://www.safensound.co.uk/vibevibespace6165cmcomponentsspeakers-p-629.html	Vibe Space 6 16.5cm Components Speakers	 <b>Free UK Mainland Delivery</b>   Perfection is rare, almost everything can be improved upon - but with the VIBE Space 3D component speakers we believe we have reached the pinnacle of in car audiophile sound.   Designed with no compromise the Space 3D is a truly unique 3-way component speaker package which will push the boundaries of what you believed was possible.   Featuring an ultra thin, yet extremely stiff 0.15mm thick aluminium cone which delivers audio with incredible dynamics and a dual layer progressive PU surround which allows increased bass delivery at low volumes while keeping tighter control of the woofer cone at high volumes.    Available with either a five or a six inch main driver unit the set also includes a fantastic 45mm midrange driver which features the same cone material as the main unit. The Silk Dome Super Tweeter delivers high frequencies with clarity and definition up to 35KHz.   The unique feature of the SPACE speakers is the unique 3D mounting option - where the tweeter can be placed above the midrange - perfect for vehicles where mounting options are limited.  The SPACE 3D is the last speaker you will ever need to purchase.  Features   16.5cm (6.5") 3-way SPACE components  RMS Power: 120w   Peak Power: 360w   Sensitivity: 90dB   Frequency Response: 55 - 25,000Hz   Impedance: 4ohm   Mounting Depth: 65mm   Mounting Diameter: 143mm  Voice Coil Diameter: 35mm   Support   More Images   	2010-01-05	199.99	http://www.safensound.co.uk/catalog/images/Space 6.jpg	Speakers, Mids/Tweeters	629 	 new 
http://www.safensound.co.uk/vibevibedeepspace84ohmsubwoofer-p-630.html	Vibe Deep Space 8"  4-Ohm Subwoofer	 <b>Free UK Mainland Delivery</b>   The VIBE R&D masters proudly present the SPACE range of Performance SPL subwoofers. We use the term sound pressure level (SPL) lightly, because the SPACE woofer is as much a reference sub as it is an SPL sub - yet it still sits a class above most SPL subwoofers. We have achieved what most SPL subwoofers fail through continuous engineering combined with new technologies and materials ­ this has enabled us to create an immaculate subwoofer ­ producing reference sound quality at huge sound pressure levels.    Making a subwoofer that can produce SPL levels of both tight bass and deep bass to a good musical level is near impossible ­ VIBE R&D have been researching this success for many years ­ we believe we have surpassed on our own goals and now offer it to you in the form of the SPACE subwoofer. To summate; the SPACE has the dexterity of a light footed 8" sub and the power of a heavyweight competition SPL spec sub. This is undoubtedly the VIBE teams favourite product for all the reasons you are reading here. Perfection in low frequency reproduction.  Features   Woofer: 200mm (8")  Impedance: 4-ohm  Voice coil: 1.5" aluminium 2 layer  Power Handling: 300 Watts RMS Power, 900W MAX Power  Frequency response: 20 - 500Hz   Sensitivity: 86dB  Mounting depth: 114mm  Mounting diameter: 185mm  Magnet material: Ferrite  Magnet weight: 34 Oz   Support   More Images   	2010-01-05	229.99	http://www.safensound.co.uk/catalog/images/Space 8.jpg	Subwoofers, 8" Subwoofers	630 	 new 
http://www.safensound.co.uk/vibevibeqb693way600watt6x9rectangularspeakers-p-631.html	Vibe QB69 3-Way 600 Watt 6x9 Rectangular Speakers	 <b>Free UK Mainland Delivery</b>   VIBE have produced a unique rectangular shaped 6x9 car speaker. The rectangular IMPP cone has deep forms in its structure, combined with a radically designed surround suspension allowing precise lateral cone movement. A subwoofer motor structure supports the ultra stiff cone and formed suspension deliver exceptional low distortion and clean PowerBass.    Overall size is close to a conventional 6x9 speaker but with the rectangular form providing more than 20% more surface area resulting in greater air movement and increased bass response. A new 3-way tweeter setup allows an ultra extended high frequency response with excellent midrange performance. Controlled and diffused to produce an immaculate sharp response. Features   Type: Tri-axial   Configuration: 3-way   Speaker Size: 6x9"   RMS Power: 200 w   Peak Power: 600 w   Sensitivity: 93 db   Freq. Response: 30 - 25Khz   Mounting Depth: 100mm   Mounting Diameter: 170 x 220mm   Voice coil diameter: 60mm   Sold as Stereo Pair   Supplied with Grilles   Support   Instruction Manual   More Images   	2010-01-05	149.99	http://www.safensound.co.uk/catalog/images/QB69.jpg	Speakers, Full Range Speakers, 6 x 9	631 	 new 
http://www.safensound.co.uk/focalfocalaccess130a1componentspeakers-p-633.html	Focal Access 130A1 Component Speakers	 <b>Free UK Mainland Delivery</b>   Focal Access speakers create a natural musical soundstage. Focal builds, inspects, and tests every Access speaker to ensure that each one lives up to their high quality standards.   The Access 130 A1 component speaker system features a 5" woofer with a stiff, woven glass fibre cone for precise bass and midrange reproduction. The strong, lightweight ABS frame offers plenty of open space for clean cone movement, along with excellent venting to cool the voice coils.   The Access line's defining reference combines high power handling, extended low frequency response, large soundstage, high dynamics and high efficiency.  Features   2-way 13cm (5.25") component speakers  Woofer: 130mm  Voice Coil: 25mm  Magnet: 85mm  TN 44, aluminum inverted dome tweeter  Crossover: 12/12dB/octave (5kHz) with adjustable tweeter 3 level settings  Max. power handling: 100W  Nom. power handling: 50W  Sensitivity: (2,83 V/1m) : 91dB  Frequency response: 65Hz-20KHz  Grilles supplied (woofer), flush mounting and surface mounting supports provided (tweeter)   Support   More Images   	2010-01-05	119.99	http://www.safensound.co.uk/catalog/images/130a1.jpg	Speakers, Mids/Tweeters	633 	 new 
http://www.safensound.co.uk/focalfocalk2power165kr165cmcomponentspeakers-p-634.html	Focal K2 Power 165KR 16.5cm component speakers	 <b>Free UK Mainland Delivery</b>   Focal K2 Power 165KR 16.5cm 2-way component speakers    At Focal, all that matters is music. Focal's sound gurus engage in intensive listening sessions as they design a new line of speakers, making it their mission to create products that deliver uncanny realism, sweeping dynamics, and breathtaking depth. During the hands-on production process, they test every model meticulously to ensure that they meet Focal's exacting standards.    Focal's "Power Hi-Fi" philosophy    The K2 Power 165KR 6-1/2" component speaker system bears the hallmarks of Focal's "Power Hi-Fi" philosophy. The nimble Aramid and glass-fiber woofers demonstrate the control needed to reproduce delicate classical passages, yet they'll handle the power needed to drive your bass-heavy music with authority. The sturdy zinc-aluminum alloy baskets are non-magnetic so they won't interfere with the speaker's own electronics.    Inverted dome tweeter design    Focal's inverted dome tweeters act like little woofers, dispersing the highs in a wide pattern to create an exceptionally natural soundstage. K2 Power crossovers use hand-made components developed by Focal to deliver an ideal blend of the highs and lows for a dynamic stereo image. Three levels of tweeter and two levels of midrange control let you dial in the sound to your car's environment.  Features   component speaker system includes two 6-1/2" woofers, 2 tweeters, 2 external crossovers, and 2 woofer grilles  K2 composite woofer cone (Aramid, foam, and glass fiber)  butyl rubber surround  1-3/4" woven Aramid fiber inverted-dome tweeter  2-way external crossover with 3 tweeter and 2 midrange level settings  4-ohm impedance  80 watts RMS (160 watts peak power)  frequency response: 60-20,000 Hz  sensitivity: 91 dB @ 2.83 V  mounting depth: 2-13/16"   Support   More Images   	2010-01-05	284.99	http://www.safensound.co.uk/catalog/images/focal-k2-power165kr.jpg	Speakers, Mids/Tweeters	634 	 new 
http://www.safensound.co.uk/vibevibeslick1025cm10inchsubwoofer-p-635.html	Vibe Slick 10 25cm (10inch) Subwoofer	 <b>Free UK Mainland Delivery</b>   The SLICK subwoofer is a new breed of VIBE subwoofer. It features a single piece rubber surround and gasket which gives it a truly unique look especially when the same rubberised finish is applied to the single piece IMPP cone and the chassis. Vibe’s R&D team has been hard at work ensuring that the Slick subwoofers offer the ultimate in performance and technical advances such as dual progressive Conex spiders and multi layer, heavy gauge copper voice coil winding ensure that the performance of this subwoofer is class leading. Finishing touches such as the spring loaded, nickel plated speaker terminals and the rubber T-yoke with unique slick detailing show that nothing has been left to chance with these subwoofers. The characteristics of the Slick subwoofer are quite unique in that they produce overwhelming amounts of tight accurate bass, if its fast slamming bass you want, the Slick range of subwoofers are your perfect choice. Features   RMS Power: 350w   Peak Power: 1000w   Sensitivity: 88dB   Frequency Response: 20-1700hz   Speaker Size: 10inch (255mm)   Impedance: 4ohm   Mounting Depth: 126mm   Mounting Diameter: 232mm   Support   Instruction Manual   More Images   	2010-01-05	69.99	http://www.safensound.co.uk/catalog/images/Slick10.jpg	Subwoofers, 10" Subwoofers	635 	 new 
http://www.safensound.co.uk/vibevibeslick1230cm12inchsubwoofer-p-636.html	Vibe Slick 12 30cm (12inch) Subwoofer	 <b>Free UK Mainland Delivery</b>   The SLICK subwoofer is a new breed of VIBE sub; it features a single piece rubber surround and gasket which gives it a truly unique look especially when the same rubberised finish is applied to the single piece IMPP cone and the chassis. VIBE´s R&D team has been hard at work ensuring that the SLICK subwoofers offer the ultimate in performance and technical advances such as dual progressive Conex spiders and multi layer, heavy gauge copper voice coil winding ensure that the performance of this subwoofer is class leading.   Finishing touches such as the spring loaded, nickel plated speaker terminals and the rubber T-yoke with unique slick detailing show that nothing has been left to chance with these subwoofers. The SLICK subwoofers also feature a unique one piece rubber gasket and surround, this not only creates a completely seamless look to the front of the woofer but as the gasket and surround are one piece there is no possibility of these two parts separating even under high power conditions.   The characteristics of the SLICK sub are quite unique in that they produce overwhelming amounts of tight accurate bass, if its fast slamming bass you want, the SLICK range of subwoofers are your perfect choice.  Features   30cm (12inch) Subwoofer  RMS Power: 400w Peak Power: 1200w  Sensitivity: 90dB  Frequency Response: 20-1500hz  Impedance: 4ohm Mounting  Depth: 133mm Mounting  Diameter: 275mm   Support   Instruction Manual   More Images   	2010-01-05	79.99	http://www.safensound.co.uk/catalog/images/Slick12.jpg	Subwoofers, 12" Subwoofers	636 	 new 
http://www.safensound.co.uk/vibevibeslick1538cm15inchsubwoofer-p-637.html	Vibe Slick 15 38cm (15inch) Subwoofer	 <b>Free UK Mainland Delivery</b>   The SLICK subwoofer is a new breed of VIBE subwoofer. It features a single piece rubber surround and gasket which gives it a truly unique look especially when the same rubberised finish is applied to the single piece IMPP cone and the chassis. Vibe’s R&D team has been hard at work ensuring that the Slick subwoofers offer the ultimate in performance and technical advances such as dual progressive Conex spiders and multi layer, heavy gauge copper voice coil winding ensure that the performance of this subwoofer is class leading. Finishing touches such as the spring loaded, nickel plated speaker terminals and the rubber T-yoke with unique slick detailing show that nothing has been left to chance with these subwoofers. The characteristics of the Slick subwoofer are quite unique in that they produce overwhelming amounts of tight accurate bass, if its fast slamming bass you want, the Slick range of subwoofers are your perfect choice.  Features   92dB Frequency Response  20-850hz Impedance  4ohm Mounting Depth  168mm Mounting Diameter: 350mm  38cm (15inch) Subwoofer  RMS Power: 500w  Peak Power: 1500w   Support   Instruction Manual   More Images   	2010-01-05	99.99	http://www.safensound.co.uk/catalog/images/Slick15.jpg	Subwoofers, 15" Subwoofers	637 	 new 
http://www.safensound.co.uk/vibevibeblackairba10v31300w10subwoofer-p-639.html	Vibe BlackAir BA10 v3 1300W 10" Subwoofer	 <b>Free UK Mainland Delivery</b>   Bass is the rhythm of life and the new BlackAir subwoofer is the beat behind that rhythm. The eye catching subwoofer features a specially fabricated fibreglass composite cone which delivers bass with power and precision. The cone is partnered with a unique High Roll rubber edge surround which allows for exceptional excursion which is fully under control. The all new magnet is significantly larger resulting in gains in both sound quality and power while the rubber boot protects the magnet and integrates with the basket, while the VIBE Angular Torsion basket has five vented arms which cradle the cone and allow the coil to breathe cool air. The Alloy gasket signs off the BlackAir in true VIBE style - and is fully removable for the option of rear mounting.   Add to all of this the fact that the BlackAir now comes with dual 2ohm voice coils and you have a subwoofer which not only looks fantastic but offers slamming bass even the most brutal of bass heads can appreciate.  Features   10" BlackAir Version3 subwoofer  Speaker Size: 10" (275mm)   RMS Power: 450W   Peak Power: 1300W   Minimum Input: 125W RMS   Sensitivity: 89db   Freq.Response: 20 - 1700 Hz   Impendence: DUAL 2-OHM (can be wired into 4-ohm or 1-ohm load)  Mounting Depth: 150mm  Mounting Diameter: 285mm  X-Max: 7.5mm   Voice Coil: 2" aluminium 4 layer   Magnet Material: Ferite   Magnet Weight: 40oz   Magnet Size: 140x 20mm   Magnet Rating: Y25   Support   Instruction Manual   More Images   	2010-01-05	99.99	http://www.safensound.co.uk/catalog/images/BlackAir 10.jpg	Subwoofers, 10" Subwoofers	639 	 new 
http://www.safensound.co.uk/vibevibeblackairba12v31600w12subwoofer-p-640.html	Vibe BlackAir BA12 V3 1600W 12" Subwoofer	 <b>Free UK Mainland Delivery</b>   Bass is the rhythm of life and the new BlackAir subwoofer is the beat behind that rhythm. The eye catching subwoofer features a specially fabricated fibreglass composite cone which delivers bass with power and precision. The cone is partnered with a unique High Roll rubber edge surround which allows for exceptional excursion which is fully under control. The all new magnet is significantly larger resulting in gains in both sound quality and power while the rubber boot protects the magnet and integrates with the basket, while the VIBE Angular Torsion basket has five vented arms which cradle the cone and allow the coil to breathe cool air. The Alloy gasket signs off the BlackAir in true VIBE style - and is fully removable for the option of rear mounting.   Add to all of this the fact that the BlackAir now comes with dual 2ohm voice coils and you have a subwoofer which not only looks fantastic but offers slamming bass even the most brutal of bass heads can appreciate.  Features   12" BlackAir Version3 subwoofer  Speaker Size: 12" (323mm)   RMS Power: 550W   Peak Power: 1600W   Minimum Input: 150W RMS   Sensitivity: 89db   Freq.Response: 20 - 1500 Hz   Impendence: DUAL 2-OHM (can be wired into 4-ohm or 1-ohm load)  Mounting Depth: 170mm  Mounting Diameter: 285mm  X-Max: 8mm   Voice Coil: 2" aluminium 4 layer   Magnet Material: Ferite   Magnet Weight: 60oz   Magnet Size: 156x 25mm   Magnet Rating: Y25   Support   Instruction Manual   More Images   	2010-01-05	119.99	http://www.safensound.co.uk/catalog/images/BlackAir 12.jpg	Subwoofers, 12" Subwoofers	640 	 new 
http://www.safensound.co.uk/vibevibeblackairba15v32000w15subwoofer-p-641.html	Vibe BlackAir BA15 v3 2000W 15" Subwoofer	 <b>Free UK Mainland Delivery</b>   Bass is the rhythm of life and the new BlackAir subwoofer is the beat behind that rhythm. The eye catching subwoofer features a specially fabricated fibreglass composite cone which delivers bass with power and precision. The cone is partnered with a unique High Roll rubber edge surround which allows for exceptional excursion which is fully under control.    The all new magnet is significantly larger resulting in gains in both sound quality and power while the rubber boot protects the magnet and integrates with the basket, while the VIBE Angular Torsion basket has five vented arms which cradle the cone and allow the coil to breathe cool air.    The Alloy gasket signs off the BlackAir in true VIBE style - and is fully removable for the option of rear mounting. Add to all of this the fact that the BlackAir now comes with dual 2ohm voice coils and you have a subwoofer which not only looks fantastic but offers slamming bass even the most brutal of bass heads can appreciate.  Features   Speaker Size: 15" (392mm)   RMS Power: 650W   Peak Power: 2000W   Minimum Input: 200W RMS   Sensitivity: 90db   Freq.Response: 20 - 850 Hz   Mounting Depth: 190mm   X-Max: 8mm   Voice Coil: 2" aluminium 4 layer   Magnet Material: Ferite   Magnet Weight: 75oz   Magnet Size: 170x 25mm   Magnet Rating: Y25    Support   Instruction Manual   More Images   	2010-01-05	149.99	http://www.safensound.co.uk/catalog/images/BlackAir 15.jpg	Subwoofers, 15" Subwoofers	641 	 new 
