id	title	price	brand	mpn	product_type	link	image_link	condition	description
355	Chrysler ISO T-Harness Connects2 CT10CH01	17.72	Connects2	CT10CH01	SOT T-Harness Leads Chrysler/Jeep	http://www.safensound.co.uk/connects2chryslerisotharnessconnects2ct10ch01-p-355.html?utm_campaign=google-simple&amp;utm_medium=product_search&amp;utm_source=google-simple	http://www.safensound.co.uk/catalog/images/CT10CH01.jpg	new	Description SOT (Sound on Top) lead to allow connection of a hands free kit with standard ISO wiring, such as a Parrot kit without damaging the radio's original wiring. The lead allows audio muting and hands free phone calls to be heard through your vehicle's front speakers and also provides power to the hands free kit. Please Note: Although every effort is made to provide as much information as possible some vehicles will be caught in changeover years and may use a different type of lead. If you find that the lead we have sent is the wrong type due to changeover years we will send you the other type free of charge as soon as we receive the original back. If you have any questions please call our customer serveice on 020 8288 0181 or use our email  contact  page.     Features Suitable For:  Chrysler Voyager 1995-2001 Chrysler Grand Voyager 1994-2001 Chrysler Neon 1994-2001 Chrysler PT Cruiser 1996-2002 Jeep Wrangler 1996-2002 Jeep Cherokee 1992-2001 Jeep Grand Cherokee 1992-2001  Fitted With:  Alpine / Clarion 14-Pin Connector 13 Populated (2-Block) For use in vehicles without a factory installed amplifier      Support     More Images
356	Chrysler ISO T-Harness Connects2 CT10CH02	17.72	Connects2	CT10CH02	SOT T-Harness Leads Chrysler/Jeep	http://www.safensound.co.uk/connects2chryslerisotharnessconnects2ct10ch02-p-356.html?utm_campaign=google-simple&amp;utm_medium=product_search&amp;utm_source=google-simple	http://www.safensound.co.uk/catalog/images/CT10CH02.jpg	new	Description SOT (Sound on Top) lead to allow connection of a hands free kit with standard ISO wiring, such as a Parrot kit without damaging the radio's original wiring. The lead allows audio muting and hands free phone calls to be heard through your vehicle's front speakers and also provides power to the hands free kit. Please Note: Although every effort is made to provide as much information as possible some vehicles will be caught in changeover years and may use a different type of lead. If you find that the lead we have sent is the wrong type due to changeover years we will send you the other type free of charge as soon as we receive the original back. If you have any questions please call our customer serveice on 020 8288 0181 or use our email  contact  page.     Features Suitable For:  Chrysler Voyager 2002&gt; Chrysler Grand Voyager 2002&gt; Chrysler Neon 2002-2005 Chrysler PT Cruiser 2001-2005 Jeep Wrangler 2001&gt; Jeep Cherokee 2002&gt; Jeep Grand Cherokee 2002-2005  Fitted With:  Alpine / Clarion 22-Pin Connector 14 Populated (1-Block) For use in vehicles without a factory installed amplifier      Support     More Images
357	Citroen ISO T-Harness Connects2 CT10CT01	17.72	Connects2	CT10CT01	SOT T-Harness Leads Citreon	http://www.safensound.co.uk/connects2citroenisotharnessconnects2ct10ct01-p-357.html?utm_campaign=google-simple&amp;utm_medium=product_search&amp;utm_source=google-simple	http://www.safensound.co.uk/catalog/images/CT10CT01.jpg	new	Description SOT (Sound on Top) lead to allow connection of a hands free kit with standard ISO wiring, such as a Parrot kit without damaging the radio's original wiring. The lead allows audio muting and hands free phone calls to be heard through your vehicle's front speakers and also provides power to the hands free kit. Please Note: Although every effort is made to provide as much information as possible some vehicles will be caught in changeover years and may use a different type of lead. If you find that the lead we have sent is the wrong type due to changeover years we will send you the other type free of charge as soon as we receive the original back. If you have any questions please call our customer serveice on 020 8288 0181 or use our email  contact  page.     Features Suitable For:  Citroen C2 2006&gt; Citroen C3 2006&gt; Citroen C4 2006&gt; Citroen C5 2006&gt; Citroen C6 2006&gt; Citroen C8 2006&gt;  Fitted With:  40-Pin Fakra Connector For use in vehicles without a factory installed amplifier      Support      More Images
358	Daewoo ISO T-Harness Connects2 CT10DW01	17.72	Connects2	CT10DW01	SOT T-Harness Leads Daewoo	http://www.safensound.co.uk/connects2daewooisotharnessconnects2ct10dw01-p-358.html?utm_campaign=google-simple&amp;utm_medium=product_search&amp;utm_source=google-simple	http://www.safensound.co.uk/catalog/images/CT10DW01.jpg	new	Description SOT (Sound on Top) lead to allow connection of a hands free kit with standard ISO wiring, such as a Parrot kit without damaging the radio's original wiring. The lead allows audio muting and hands free phone calls to be heard through your vehicle's front speakers and also provides power to the hands free kit. Please Note: Although every effort is made to provide as much information as possible some vehicles will be caught in changeover years and may use a different type of lead. If you find that the lead we have sent is the wrong type due to changeover years we will send you the other type free of charge as soon as we receive the original back. If you have any questions please call our customer serveice on 020 8288 0181 or use our email  contact  page.     Features Suitable For:  Daewoo Matiz 1998-2005 Daewoo Nubira 1997-2002 Daewoo Lanos 1997-2002 Daewoo Leganza 1997-2002 Daewoo Nexia 1997-1998  Fitted With:  Blaupunkt 18-Pin Connector 13 Populated (1-Block) For use in vehicles without a factory installed amplifier      Support     More Images
359	Daewoo ISO T-Harness Connects2 CT10DW02	17.72	Connects2	CT10DW02	SOT T-Harness Leads Daewoo	http://www.safensound.co.uk/connects2daewooisotharnessconnects2ct10dw02-p-359.html?utm_campaign=google-simple&amp;utm_medium=product_search&amp;utm_source=google-simple	http://www.safensound.co.uk/catalog/images/CT10DW02.jpg	new	Description SOT (Sound on Top) lead to allow connection of a hands free kit with standard ISO wiring, such as a Parrot kit without damaging the radio's original wiring. The lead allows audio muting and hands free phone calls to be heard through your vehicle's front speakers and also provides power to the hands free kit. Please Note: Although every effort is made to provide as much information as possible some vehicles will be caught in changeover years and may use a different type of lead. If you find that the lead we have sent is the wrong type due to changeover years we will send you the other type free of charge as soon as we receive the original back. If you have any questions please call our customer serveice on 020 8288 0181 or use our email  contact  page.     Features Suitable For:  Daewoo Aveo 2006&gt; Daewoo Captiva 2006&gt; Daewoo Epica 2006&gt;  Fitted With:  16-Pin Plug &amp; 14-Pin Plug For use in vehicles without a factory installed amplifier      Support     More Images
360	Fiat ISO T-Harness Connects2 CT10FT01	17.72	Connects2	CT10FT01	SOT T-Harness Leads Fiat	http://www.safensound.co.uk/connects2fiatisotharnessconnects2ct10ft01-p-360.html?utm_campaign=google-simple&amp;utm_medium=product_search&amp;utm_source=google-simple	http://www.safensound.co.uk/catalog/images/CT10FT01.jpg	new	Description SOT (Sound on Top) lead to allow connection of a hands free kit with standard ISO wiring, such as a Parrot kit without damaging the radio's original wiring. The lead allows audio muting and hands free phone calls to be heard through your vehicle's front speakers and also provides power to the hands free kit. Please Note: Although every effort is made to provide as much information as possible some vehicles will be caught in changeover years and may use a different type of lead. If you find that the lead we have sent is the wrong type due to changeover years we will send you the other type free of charge as soon as we receive the original back. If you have any questions please call our customer serveice on 020 8288 0181 or use our email  contact  page.     Features Suitable For:  Fiat Scudo 2007&gt;  Fitted With:  40-Pin Fakra Connector For use in vehicles without a factory installed amplifier      Support     More Images
361	Ford ISO T-Harness Connects2 CT10FD01	17.72	Connects2	CT10FD01	SOT T-Harness Leads Ford	http://www.safensound.co.uk/connects2fordisotharnessconnects2ct10fd01-p-361.html?utm_campaign=google-simple&amp;utm_medium=product_search&amp;utm_source=google-simple	http://www.safensound.co.uk/catalog/images/CT10FD01.jpg	new	Description SOT (Sound on Top) lead to allow connection of a hands free kit with standard ISO wiring, such as a Parrot kit without damaging the radio's original wiring. The lead allows audio muting and hands free phone calls to be heard through your vehicle's front speakers and also provides power to the hands free kit. Please Note: Although every effort is made to provide as much information as possible some vehicles will be caught in changeover years and may use a different type of lead. If you find that the lead we have sent is the wrong type due to changeover years we will send you the other type free of charge as soon as we receive the original back. If you have any questions please call our customer serveice on 020 8288 0181 or use our email  contact  page.     Features Suitable For:  Ford Fiesta 1995-2003 Ford Escort 1991-2001 Ford Mondeo 1994-2003 Ford KA 1996&gt; Ford Puma 1997-2002  Fitted With:  Visteon 2006 / 2007 / 4050 / 5000 / 6000 / 7000 1 Row of 8-Pins &amp; 1 Row of 7-Pins For use in vehicles without a factory installed amplifier      Support     More Images
362	Ford ISO T-Harness Connects2 CT10FD02	17.72	Connects2	CT10FD02	SOT T-Harness Leads Ford	http://www.safensound.co.uk/connects2fordisotharnessconnects2ct10fd02-p-362.html?utm_campaign=google-simple&amp;utm_medium=product_search&amp;utm_source=google-simple	http://www.safensound.co.uk/catalog/images/CT10FD02.jpg	new	Description SOT (Sound on Top) lead to allow connection of a hands free kit with standard ISO wiring, such as a Parrot kit without damaging the radio's original wiring. The lead allows audio muting and hands free phone calls to be heard through your vehicle's front speakers and also provides power to the hands free kit. Please Note: Although every effort is made to provide as much information as possible some vehicles will be caught in changeover years and may use a different type of lead. If you find that the lead we have sent is the wrong type due to changeover years we will send you the other type free of charge as soon as we receive the original back. If you have any questions please call our customer serveice on 020 8288 0181 or use our email  contact  page.     Features Suitable For:  Ford Fiesta 1995-2003 Ford Escort 1991-2001 Ford Mondeo 1994-2003 Ford Focus 1998-2004 Ford KA 1996&gt; Ford Puma 1997-2002  Fitted With:  Visteon 2006 / 2007 / 4050 / 5000 / 6000 / 7000 2 Rows of 8-Pins For use in vehicles without a factory installed amplifier      Support     More Images
363	Ford ISO T-Harness Connects2 CT10FD03	17.72	Connects2	CT10FD03	SOT T-Harness Leads Ford	http://www.safensound.co.uk/connects2fordisotharnessconnects2ct10fd03-p-363.html?utm_campaign=google-simple&amp;utm_medium=product_search&amp;utm_source=google-simple	http://www.safensound.co.uk/catalog/images/CT10FD03.jpg	new	Description SOT (Sound on Top) lead to allow connection of a hands free kit with standard ISO wiring, such as a Parrot kit without damaging the radio's original wiring. The lead allows audio muting and hands free phone calls to be heard through your vehicle's front speakers and also provides power to the hands free kit. Please Note: Although every effort is made to provide as much information as possible some vehicles will be caught in changeover years and may use a different type of lead. If you find that the lead we have sent is the wrong type due to changeover years we will send you the other type free of charge as soon as we receive the original back. If you have any questions please call our customer serveice on 020 8288 0181 or use our email  contact  page.     Features Suitable For:  Ford Mondeo 2004&gt; Ford Focus 2005&gt; Ford C-Max 2004&gt;  Fitted With:  Visteon  6000 40-Pin Fakra Connector 16 Populated For use in vehicles without a factory installed amplifier      Support     More Images
364	Ford ISO T-Harness Connects2 CT10FD04	17.72	Connects2	CT10FD04	SOT T-Harness Leads Ford	http://www.safensound.co.uk/connects2fordisotharnessconnects2ct10fd04-p-364.html?utm_campaign=google-simple&amp;utm_medium=product_search&amp;utm_source=google-simple	http://www.safensound.co.uk/catalog/images/CT10FD04.jpg	new	Description SOT (Sound on Top) lead to allow connection of a hands free kit with standard ISO wiring, such as a Parrot kit without damaging the radio's original wiring. The lead allows audio muting and hands free phone calls to be heard through your vehicle's front speakers and also provides power to the hands free kit. Please Note: Although every effort is made to provide as much information as possible some vehicles will be caught in changeover years and may use a different type of lead. If you find that the lead we have sent is the wrong type due to changeover years we will send you the other type free of charge as soon as we receive the original back. If you have any questions please call our customer serveice on 020 8288 0181 or use our email  contact  page.     Features Suitable For:  Ford Fiesta 2004&gt;  Fitted With:  Visteon 4500 (3 Part Head Unit) For use in vehicles without a factory installed amplifier      Support     More Images
365	Ford ISO T-Harness Connects2 CT10FD05	17.72	Connects2	CT10FD05	SOT T-Harness Leads Ford	http://www.safensound.co.uk/connects2fordisotharnessconnects2ct10fd05-p-365.html?utm_campaign=google-simple&amp;utm_medium=product_search&amp;utm_source=google-simple	http://www.safensound.co.uk/catalog/images/CT10FD05.jpg	new	Description SOT (Sound on Top) lead to allow connection of a hands free kit with standard ISO wiring, such as a Parrot kit without damaging the radio's original wiring. The lead allows audio muting and hands free phone calls to be heard through your vehicle's front speakers and also provides power to the hands free kit. Please Note: Although every effort is made to provide as much information as possible some vehicles will be caught in changeover years and may use a different type of lead. If you find that the lead we have sent is the wrong type due to changeover years we will send you the other type free of charge as soon as we receive the original back. If you have any questions please call our customer serveice on 020 8288 0181 or use our email  contact  page.     Features Suitable For:  Ford Focus 2004&gt; Ford C-Max 2004&gt; Ford Mondeo 2005&gt; Ford Fiesta 2006&gt;  Fitted With:  40-Pin Fakra Connector 40 Populated For use in vehicles without a factory installed amplifier      Support      More Images
366	Ford ISO T-Harness Connects2 CT10FD06	17.72	Connects2	CT10FD06	SOT T-Harness Leads Ford	http://www.safensound.co.uk/connects2fordisotharnessconnects2ct10fd06-p-366.html?utm_campaign=google-simple&amp;utm_medium=product_search&amp;utm_source=google-simple	http://www.safensound.co.uk/catalog/images/CT10FD06.jpg	new	Description SOT (Sound on Top) lead to allow connection of a hands free kit with standard ISO wiring, such as a Parrot kit without damaging the radio's original wiring. The lead allows audio muting and hands free phone calls to be heard through your vehicle's front speakers and also provides power to the hands free kit. Please Note: Although every effort is made to provide as much information as possible some vehicles will be caught in changeover years and may use a different type of lead. If you find that the lead we have sent is the wrong type due to changeover years we will send you the other type free of charge as soon as we receive the original back. If you have any questions please call our customer serveice on 020 8288 0181 or use our email  contact  page.     Features Suitable For:  Ford Mondeo 2007&gt;  Fitted With:  40-Pin Fakra Connector For use in vehicles without a factory installed amplifier      Support     More Images
